Brand,Processor,RAM,GPU,Screen Size,Resolution,Battery Life,Weight,Operating System,Price,Storage Size,Storage Type
HP,Intel i7,32,Nvidia GTX 1650,15.6,3840x2160,7.6,2.46,FreeDOS,3561.37,512,SSD
MSI,AMD Ryzen 3,4,Nvidia RTX 3080,14.0,1366x768,11.1,3.13,Linux,596.63,1000,HDD
Apple,AMD Ryzen 9,64,Nvidia RTX 2060,13.3,1920x1080,9.6,3.43,FreeDOS,5899.8,512,SSD
Lenovo,Intel i7,64,Nvidia RTX 3080,14.0,3840x2160,8.7,2.38,Windows,4212.63,1000,HDD
Asus,AMD Ryzen 5,4,AMD Radeon RX 6800,13.3,2560x1440,10.3,3.48,Linux,1285.14,1000,SSD
Apple,Intel i9,16,Nvidia GTX 1650,17.3,1920x1080,4.9,1.87,macOS,3235.77,256,SSD
Apple,Intel i7,32,Nvidia GTX 1650,15.6,3840x2160,9.5,1.25,Linux,4627.5,1000,HDD
Apple,AMD Ryzen 5,8,Integrated,15.6,2560x1440,7.5,1.99,FreeDOS,1410.98,2000,SSD
Samsung,AMD Ryzen 7,64,Nvidia RTX 3080,15.6,2560x1440,10.7,1.94,Linux,4173.11,512,SSD
Razer,AMD Ryzen 7,64,Integrated,14.0,3840x2160,7.3,1.48,Linux,3734.0,1000,HDD
Samsung,AMD Ryzen 9,4,Nvidia RTX 3060,15.6,3840x2160,10.3,2.78,Linux,2850.42,2000,SSD
Dell,Intel i5,64,Nvidia RTX 3080,17.3,2560x1440,7.2,1.56,Linux,3183.64,2000,SSD
HP,AMD Ryzen 9,32,Integrated,16.0,3840x2160,10.4,1.78,Windows,3254.76,256,SSD
Microsoft,AMD Ryzen 9,64,Nvidia GTX 1650,15.6,2560x1440,10.3,2.74,Linux,4461.8,1000,HDD
Acer,AMD Ryzen 9,4,Nvidia GTX 1650,13.3,1366x768,9.4,1.44,macOS,1279.32,1000,SSD
Asus,Intel i5,16,Integrated,16.0,3840x2160,6.7,2.96,macOS,1356.25,256,SSD
HP,AMD Ryzen 7,8,Nvidia RTX 3080,14.0,1920x1080,4.7,2.84,Linux,922.46,1000,HDD
Microsoft,Intel i9,4,Nvidia RTX 3060,14.0,1366x768,7.6,1.68,macOS,1262.98,2000,SSD
Dell,AMD Ryzen 3,16,Nvidia RTX 3080,15.6,3840x2160,10.1,2.66,Linux,1837.18,1000,SSD
Dell,AMD Ryzen 5,64,Integrated,14.0,3840x2160,5.1,2.48,Linux,2708.59,2000,SSD
Dell,Intel i5,4,Nvidia RTX 2060,17.3,1366x768,11.4,2.88,Linux,993.34,512,SSD
Asus,AMD Ryzen 9,64,AMD Radeon RX 6800,13.3,3840x2160,11.4,2.99,Windows,5558.62,1000,HDD
Samsung,Intel i7,4,Nvidia RTX 2060,14.0,1366x768,6.1,3.35,Windows,826.04,2000,SSD
Asus,Intel i9,4,Nvidia RTX 2060,14.0,3840x2160,9.2,1.48,Windows,2367.71,1000,SSD
Asus,AMD Ryzen 7,8,Integrated,14.0,1920x1080,6.0,2.01,Windows,975.16,512,SSD
Asus,AMD Ryzen 5,16,Nvidia GTX 1650,13.3,2560x1440,11.0,3.43,FreeDOS,1394.47,256,SSD
MSI,AMD Ryzen 7,4,Nvidia GTX 1650,17.3,1920x1080,7.2,1.64,Windows,1583.9,2000,SSD
Samsung,Intel i9,32,Integrated,13.3,1920x1080,9.2,1.45,FreeDOS,1886.67,256,SSD
Apple,Intel i7,64,Integrated,17.3,2560x1440,10.5,2.61,FreeDOS,4140.93,512,SSD
Acer,AMD Ryzen 3,8,Nvidia RTX 2060,14.0,3840x2160,8.0,2.32,macOS,1341.01,2000,SSD
Asus,Intel i7,64,Nvidia RTX 3060,15.6,3840x2160,6.7,1.24,Linux,5443.31,2000,SSD
HP,AMD Ryzen 9,16,Nvidia RTX 3060,13.3,3840x2160,12.0,2.32,FreeDOS,3291.34,256,SSD
HP,AMD Ryzen 7,64,AMD Radeon RX 6600,16.0,3840x2160,11.4,2.7,Linux,5515.13,1000,SSD
MSI,AMD Ryzen 5,4,Nvidia RTX 3080,13.3,1366x768,7.8,1.58,FreeDOS,1107.81,1000,SSD
Razer,Intel i9,32,AMD Radeon RX 6800,13.3,1366x768,7.4,1.97,macOS,3108.79,2000,SSD
HP,Intel i9,32,AMD Radeon RX 6800,17.3,2560x1440,7.2,2.76,FreeDOS,3712.88,256,SSD
Lenovo,AMD Ryzen 7,64,Nvidia RTX 3080,16.0,3840x2160,8.0,3.23,FreeDOS,4477.36,1000,HDD
Dell,Intel i9,32,AMD Radeon RX 6600,14.0,1920x1080,4.9,1.91,macOS,2519.03,1000,SSD
Asus,AMD Ryzen 9,64,Nvidia RTX 2060,14.0,1366x768,4.2,1.31,Windows,2635.36,1000,HDD
HP,AMD Ryzen 3,4,AMD Radeon RX 6600,13.3,3840x2160,7.4,2.95,FreeDOS,1157.45,1000,SSD
Acer,Intel i5,8,Nvidia RTX 3060,14.0,1366x768,6.5,2.98,Windows,960.0,512,SSD
HP,Intel i9,32,Nvidia GTX 1650,14.0,1920x1080,9.5,3.22,FreeDOS,2509.25,256,SSD
Samsung,AMD Ryzen 7,8,Nvidia RTX 3080,17.3,1366x768,5.0,1.41,FreeDOS,1050.51,256,SSD
Samsung,AMD Ryzen 5,64,AMD Radeon RX 6600,13.3,1920x1080,8.7,1.3,Linux,2356.72,256,SSD
Samsung,Intel i9,8,AMD Radeon RX 6600,15.6,1366x768,11.3,2.46,Linux,1604.99,1000,SSD
Apple,AMD Ryzen 9,8,Integrated,16.0,1366x768,8.4,3.21,Windows,1647.65,1000,SSD
Asus,AMD Ryzen 9,16,Integrated,14.0,1920x1080,7.6,1.73,Linux,1337.88,1000,SSD
Asus,Intel i9,64,Nvidia RTX 3060,16.0,3840x2160,11.3,2.59,FreeDOS,7162.68,512,SSD
Acer,Intel i3,4,Nvidia RTX 3080,13.3,2560x1440,10.1,3.32,macOS,936.34,1000,SSD
Dell,Intel i9,64,AMD Radeon RX 6800,16.0,2560x1440,8.9,3.03,Linux,5365.03,1000,SSD
Razer,AMD Ryzen 9,64,Integrated,15.6,3840x2160,11.1,3.16,FreeDOS,6611.99,1000,SSD
Samsung,AMD Ryzen 5,64,Nvidia RTX 3060,15.6,3840x2160,9.4,2.72,FreeDOS,4247.05,256,SSD
Apple,AMD Ryzen 3,4,Nvidia RTX 2060,15.6,2560x1440,7.8,3.46,Windows,1497.44,1000,SSD
Dell,AMD Ryzen 7,8,AMD Radeon RX 6600,16.0,1920x1080,5.5,2.08,FreeDOS,1284.09,1000,HDD
MSI,AMD Ryzen 9,32,AMD Radeon RX 6600,13.3,1366x768,10.6,2.56,Linux,2418.56,1000,HDD
Dell,AMD Ryzen 9,32,AMD Radeon RX 6800,17.3,3840x2160,10.0,1.77,Linux,4137.99,1000,HDD
Microsoft,Intel i3,8,Nvidia RTX 2060,15.6,1920x1080,11.4,1.24,macOS,819.92,1000,SSD
MSI,Intel i9,4,Nvidia GTX 1650,16.0,2560x1440,9.1,1.22,Windows,2507.41,2000,SSD
Asus,Intel i5,64,Integrated,14.0,1366x768,11.5,3.12,Linux,1120.36,1000,HDD
Acer,Intel i7,32,Integrated,17.3,1920x1080,10.8,2.48,FreeDOS,1365.14,1000,HDD
Asus,Intel i5,16,Nvidia GTX 1650,14.0,1920x1080,4.6,1.33,macOS,1359.27,2000,SSD
Razer,AMD Ryzen 9,64,Nvidia GTX 1650,13.3,2560x1440,7.5,1.82,Linux,6792.42,2000,SSD
Samsung,Intel i9,64,Nvidia RTX 3060,13.3,3840x2160,6.0,2.77,Windows,6606.93,1000,SSD
Acer,AMD Ryzen 5,16,Nvidia RTX 2060,13.3,2560x1440,11.2,1.35,Linux,1646.62,2000,SSD
Asus,Intel i7,32,Nvidia RTX 3080,17.3,2560x1440,8.3,2.4,Windows,2871.85,256,SSD
HP,Intel i5,64,AMD Radeon RX 6800,13.3,2560x1440,8.1,1.78,FreeDOS,2557.55,1000,HDD
Lenovo,AMD Ryzen 5,64,Nvidia GTX 1650,17.3,1920x1080,10.9,3.44,Linux,2319.5,1000,HDD
Samsung,AMD Ryzen 9,8,Integrated,16.0,1366x768,5.6,3.41,Windows,1023.67,512,SSD
Acer,AMD Ryzen 5,4,AMD Radeon RX 6800,13.3,1920x1080,4.7,1.38,FreeDOS,765.14,1000,HDD
Microsoft,Intel i9,64,AMD Radeon RX 6800,15.6,2560x1440,6.1,2.38,FreeDOS,5327.93,512,SSD
Asus,AMD Ryzen 5,32,AMD Radeon RX 6800,14.0,1366x768,4.5,1.22,Linux,1263.18,1000,HDD
Apple,Intel i9,32,AMD Radeon RX 6800,14.0,2560x1440,9.7,2.45,Linux,4874.05,2000,SSD
Microsoft,AMD Ryzen 7,4,AMD Radeon RX 6600,13.3,1920x1080,8.5,1.63,Windows,978.81,1000,HDD
HP,Intel i9,4,Nvidia RTX 3060,13.3,3840x2160,10.3,2.19,Linux,2549.73,2000,SSD
Acer,Intel i7,4,Nvidia RTX 2060,15.6,1366x768,11.4,3.07,macOS,1093.54,1000,SSD
Acer,Intel i9,64,Nvidia GTX 1650,17.3,1920x1080,6.6,1.28,FreeDOS,4243.81,512,SSD
HP,Intel i3,32,Nvidia RTX 2060,14.0,3840x2160,11.2,3.16,Linux,1940.4,1000,HDD
Microsoft,AMD Ryzen 5,32,AMD Radeon RX 6600,14.0,3840x2160,8.8,1.48,Windows,2686.39,1000,SSD
HP,Intel i3,4,Nvidia RTX 3080,16.0,3840x2160,7.0,2.67,Windows,1467.24,1000,SSD
Asus,Intel i7,16,Nvidia RTX 3060,13.3,1920x1080,6.4,1.71,Windows,1589.62,2000,SSD
MSI,Intel i5,8,Nvidia RTX 3080,14.0,3840x2160,9.2,1.7,Linux,2236.81,1000,SSD
HP,Intel i3,64,AMD Radeon RX 6800,16.0,3840x2160,6.3,2.5,macOS,2966.96,1000,HDD
Samsung,Intel i5,8,Nvidia RTX 3080,16.0,1920x1080,9.7,1.23,FreeDOS,986.99,256,SSD
Dell,Intel i9,64,AMD Radeon RX 6600,17.3,3840x2160,8.7,2.54,Windows,7266.53,2000,SSD
Lenovo,AMD Ryzen 9,32,Nvidia RTX 3060,15.6,1366x768,10.7,3.04,Linux,1972.88,1000,HDD
Apple,AMD Ryzen 9,32,Nvidia GTX 1650,17.3,1366x768,9.0,1.84,FreeDOS,3637.12,512,SSD
Apple,AMD Ryzen 9,64,AMD Radeon RX 6800,13.3,3840x2160,11.8,1.46,FreeDOS,9753.0,1000,SSD
Apple,Intel i9,32,Nvidia RTX 3080,16.0,3840x2160,5.0,2.0,Windows,6013.88,1000,HDD
Razer,Intel i9,8,AMD Radeon RX 6800,17.3,2560x1440,10.8,2.67,Windows,3079.23,512,SSD
Samsung,AMD Ryzen 5,64,Nvidia RTX 3080,14.0,1366x768,5.4,2.35,macOS,1846.55,2000,SSD
Lenovo,Intel i3,4,AMD Radeon RX 6800,14.0,3840x2160,11.9,3.26,FreeDOS,1085.74,1000,HDD
Acer,Intel i3,64,Nvidia RTX 3060,13.3,2560x1440,5.1,3.33,FreeDOS,2340.09,1000,SSD
Samsung,Intel i7,16,Nvidia RTX 2060,15.6,2560x1440,5.5,1.86,Windows,1772.1,1000,HDD
Apple,Intel i7,64,Nvidia RTX 2060,15.6,3840x2160,4.7,3.09,FreeDOS,8169.16,512,SSD
Lenovo,Intel i3,32,Nvidia GTX 1650,16.0,3840x2160,9.6,2.08,macOS,2365.83,512,SSD
Lenovo,Intel i7,32,Nvidia RTX 3080,13.3,2560x1440,10.5,2.79,Windows,2580.63,512,SSD
HP,AMD Ryzen 9,64,Integrated,16.0,1920x1080,11.5,1.39,macOS,2489.15,1000,HDD
Acer,AMD Ryzen 5,8,AMD Radeon RX 6600,14.0,3840x2160,4.2,2.41,macOS,1520.32,1000,HDD
Dell,Intel i7,32,AMD Radeon RX 6600,15.6,2560x1440,10.7,1.22,macOS,2732.66,256,SSD
Samsung,AMD Ryzen 7,32,Nvidia RTX 2060,15.6,2560x1440,9.4,3.16,Windows,2416.2,1000,HDD
Lenovo,Intel i7,4,AMD Radeon RX 6600,14.0,1920x1080,6.3,2.27,FreeDOS,1274.7,2000,SSD
MSI,Intel i3,64,Nvidia RTX 3060,15.6,3840x2160,7.2,2.42,FreeDOS,4582.91,1000,SSD
Asus,AMD Ryzen 3,16,Integrated,16.0,2560x1440,10.7,2.36,Windows,885.17,512,SSD
Dell,AMD Ryzen 7,16,Integrated,17.3,3840x2160,4.4,3.35,macOS,1816.66,512,SSD
Samsung,Intel i3,8,Nvidia RTX 3080,14.0,3840x2160,5.3,2.14,macOS,1372.49,2000,SSD
HP,AMD Ryzen 7,32,Nvidia GTX 1650,16.0,1366x768,6.3,3.36,FreeDOS,1976.94,2000,SSD
Dell,AMD Ryzen 9,4,Nvidia RTX 3060,16.0,2560x1440,9.2,2.81,macOS,2006.56,256,SSD
Lenovo,Intel i9,16,Nvidia RTX 2060,14.0,1920x1080,5.2,2.44,macOS,1965.02,1000,SSD
Asus,Intel i9,8,Nvidia RTX 3060,17.3,1366x768,6.6,1.25,FreeDOS,1143.21,1000,HDD
Razer,AMD Ryzen 7,32,AMD Radeon RX 6800,17.3,3840x2160,4.9,1.65,macOS,5050.81,256,SSD
Razer,AMD Ryzen 7,4,Nvidia RTX 3060,15.6,1366x768,5.2,2.15,Windows,1603.16,256,SSD
MSI,Intel i9,32,Nvidia RTX 2060,16.0,2560x1440,6.1,1.61,FreeDOS,4698.46,1000,SSD
Apple,Intel i9,64,Nvidia GTX 1650,14.0,2560x1440,5.2,3.49,macOS,7418.86,512,SSD
Apple,Intel i3,32,AMD Radeon RX 6800,14.0,1920x1080,8.5,1.36,Linux,2142.64,256,SSD
Dell,Intel i3,4,Integrated,16.0,3840x2160,10.1,1.34,Linux,959.55,512,SSD
Lenovo,AMD Ryzen 9,8,Integrated,17.3,1366x768,5.9,1.44,macOS,901.67,1000,SSD
Razer,Intel i7,16,Integrated,13.3,3840x2160,10.5,1.86,Windows,1935.66,1000,HDD
Apple,AMD Ryzen 9,4,Nvidia RTX 3060,13.3,1920x1080,6.8,2.05,Linux,1723.12,1000,HDD
Lenovo,AMD Ryzen 3,16,Nvidia RTX 3080,14.0,2560x1440,8.4,1.78,Windows,1384.24,256,SSD
Microsoft,Intel i3,4,AMD Radeon RX 6600,13.3,2560x1440,4.0,2.67,Windows,1030.45,1000,SSD
Dell,Intel i7,8,AMD Radeon RX 6600,17.3,1920x1080,8.9,1.23,macOS,1422.12,256,SSD
HP,AMD Ryzen 9,64,Integrated,14.0,1366x768,7.3,3.39,FreeDOS,1929.28,1000,HDD
Samsung,Intel i9,8,Integrated,16.0,1920x1080,11.3,2.47,FreeDOS,1164.39,512,SSD
Acer,Intel i7,64,Nvidia RTX 2060,16.0,1920x1080,8.4,2.76,Windows,3223.53,512,SSD
Apple,AMD Ryzen 9,16,AMD Radeon RX 6600,13.3,1366x768,4.0,2.1,Windows,2373.61,512,SSD
Lenovo,AMD Ryzen 3,16,Nvidia RTX 2060,16.0,1920x1080,6.8,1.86,Linux,1242.71,1000,SSD
Microsoft,Intel i7,32,AMD Radeon RX 6600,15.6,2560x1440,6.8,2.46,FreeDOS,2791.86,2000,SSD
Asus,Intel i5,4,AMD Radeon RX 6800,13.3,1366x768,7.4,3.08,Windows,753.63,2000,SSD
MSI,AMD Ryzen 3,32,AMD Radeon RX 6800,15.6,3840x2160,4.1,2.67,Windows,2597.67,1000,HDD
Apple,AMD Ryzen 7,8,Nvidia GTX 1650,16.0,1920x1080,10.8,1.35,macOS,1939.06,512,SSD
Acer,Intel i7,64,AMD Radeon RX 6800,14.0,3840x2160,4.7,2.74,macOS,4837.02,512,SSD
Lenovo,AMD Ryzen 5,8,AMD Radeon RX 6800,17.3,1366x768,9.1,1.51,Windows,732.39,1000,HDD
Apple,AMD Ryzen 3,16,Integrated,14.0,1920x1080,6.3,1.5,macOS,874.2,2000,SSD
Razer,AMD Ryzen 9,32,Nvidia RTX 3060,13.3,1920x1080,7.1,2.29,Windows,3602.29,512,SSD
Acer,Intel i9,16,AMD Radeon RX 6800,15.6,2560x1440,8.3,1.77,Windows,2706.34,2000,SSD
Apple,Intel i3,8,Nvidia RTX 3060,13.3,3840x2160,7.6,3.39,FreeDOS,2208.05,512,SSD
HP,AMD Ryzen 3,4,Nvidia GTX 1650,13.3,1366x768,8.2,3.49,Linux,740.89,256,SSD
Microsoft,AMD Ryzen 7,16,Integrated,13.3,1920x1080,5.4,2.8,Windows,945.55,1000,SSD
HP,Intel i3,8,Integrated,13.3,1920x1080,5.6,3.23,macOS,428.46,1000,HDD
HP,Intel i7,4,AMD Radeon RX 6800,14.0,1366x768,9.5,1.68,Linux,1034.14,256,SSD
Dell,Intel i9,8,Nvidia RTX 3080,17.3,2560x1440,10.7,2.31,Windows,2212.77,2000,SSD
Lenovo,Intel i9,16,Nvidia RTX 2060,15.6,1920x1080,9.5,2.42,macOS,2136.86,512,SSD
Dell,AMD Ryzen 9,4,Nvidia RTX 3080,16.0,2560x1440,11.9,3.41,macOS,2103.64,2000,SSD
Apple,AMD Ryzen 5,32,AMD Radeon RX 6800,15.6,1920x1080,11.8,2.53,Windows,2228.12,1000,HDD
Acer,AMD Ryzen 9,8,Integrated,17.3,1920x1080,4.5,1.86,Windows,1380.83,2000,SSD
Dell,AMD Ryzen 3,64,Nvidia RTX 3060,15.6,1920x1080,9.1,2.68,macOS,2182.5,512,SSD
Dell,AMD Ryzen 7,4,Nvidia RTX 3080,14.0,1366x768,8.2,2.72,FreeDOS,704.96,1000,HDD
HP,Intel i5,16,Nvidia RTX 3060,13.3,2560x1440,6.1,2.03,Windows,1139.93,1000,HDD
HP,AMD Ryzen 7,32,AMD Radeon RX 6600,15.6,3840x2160,8.6,3.21,FreeDOS,3552.95,1000,SSD
Microsoft,AMD Ryzen 5,32,Integrated,15.6,3840x2160,10.4,1.84,Linux,1949.77,512,SSD
Acer,AMD Ryzen 5,32,Nvidia RTX 3080,14.0,3840x2160,10.8,3.49,FreeDOS,2335.66,1000,HDD
Lenovo,AMD Ryzen 7,32,AMD Radeon RX 6800,16.0,1920x1080,4.3,3.02,FreeDOS,2279.95,512,SSD
Razer,AMD Ryzen 9,16,Integrated,15.6,1366x768,8.0,2.85,macOS,1644.99,1000,SSD
MSI,Intel i7,4,AMD Radeon RX 6800,14.0,2560x1440,6.5,2.01,Windows,1806.44,256,SSD
Asus,Intel i7,16,Nvidia RTX 3060,13.3,3840x2160,10.6,3.44,Linux,2516.62,1000,SSD
Asus,AMD Ryzen 5,4,Nvidia RTX 2060,17.3,2560x1440,10.3,2.97,macOS,1074.3,1000,HDD
Apple,Intel i7,64,Nvidia RTX 3060,17.3,1366x768,6.4,2.3,Linux,4010.62,1000,SSD
Microsoft,AMD Ryzen 7,8,Integrated,15.6,2560x1440,4.6,2.63,Linux,1261.26,512,SSD
Lenovo,Intel i3,64,Nvidia RTX 3080,17.3,1366x768,5.7,2.02,Windows,1723.16,1000,SSD
Apple,Intel i3,4,AMD Radeon RX 6600,15.6,3840x2160,10.2,2.72,macOS,1975.1,2000,SSD
Dell,Intel i3,64,Nvidia RTX 3060,17.3,1920x1080,11.2,1.57,Windows,2323.21,256,SSD
Dell,Intel i3,4,Nvidia RTX 3080,16.0,3840x2160,12.0,3.43,FreeDOS,1361.36,1000,SSD
MSI,Intel i3,16,Integrated,16.0,1366x768,11.2,1.42,Windows,913.02,2000,SSD
Lenovo,AMD Ryzen 7,32,Nvidia RTX 3080,15.6,2560x1440,4.4,1.43,Linux,2801.4,256,SSD
Asus,AMD Ryzen 9,8,Integrated,17.3,3840x2160,4.8,1.61,macOS,1691.75,1000,HDD
Apple,Intel i7,4,Nvidia RTX 3060,14.0,1920x1080,8.5,2.67,FreeDOS,1317.63,1000,HDD
Lenovo,Intel i9,32,Nvidia RTX 2060,13.3,2560x1440,10.6,2.93,Windows,3392.33,256,SSD
Samsung,Intel i7,8,Nvidia RTX 3080,17.3,1366x768,10.5,2.08,Windows,1070.65,512,SSD
Razer,AMD Ryzen 5,4,Integrated,13.3,2560x1440,7.0,3.44,macOS,1165.21,512,SSD
MSI,AMD Ryzen 7,8,Nvidia RTX 3080,16.0,1366x768,8.0,3.23,Linux,1380.03,2000,SSD
Dell,Intel i9,8,Integrated,13.3,1920x1080,8.3,2.52,FreeDOS,1087.18,1000,HDD
Samsung,Intel i5,8,Nvidia GTX 1650,17.3,2560x1440,6.2,1.39,Windows,1271.58,1000,HDD
Acer,AMD Ryzen 3,4,Nvidia RTX 3080,17.3,1366x768,10.1,3.13,Linux,698.73,1000,SSD
Dell,AMD Ryzen 3,4,Integrated,17.3,2560x1440,11.2,1.38,Windows,572.71,256,SSD
MSI,AMD Ryzen 3,4,Nvidia RTX 3080,13.3,1920x1080,10.2,3.49,FreeDOS,964.44,512,SSD
Samsung,Intel i3,64,Nvidia RTX 2060,14.0,1366x768,10.0,1.32,macOS,1763.31,1000,SSD
Acer,Intel i3,64,Nvidia GTX 1650,17.3,2560x1440,10.7,1.59,Linux,2716.08,2000,SSD
Apple,Intel i3,16,Nvidia RTX 3080,15.6,3840x2160,11.9,1.41,Linux,2796.29,2000,SSD
Razer,Intel i3,64,Integrated,15.6,1920x1080,4.6,2.6,macOS,2005.76,256,SSD
Asus,Intel i7,4,Integrated,17.3,2560x1440,5.1,2.71,Linux,1026.74,1000,HDD
Lenovo,AMD Ryzen 9,16,Nvidia RTX 3060,16.0,1366x768,5.9,3.27,FreeDOS,1769.51,1000,SSD
Apple,Intel i7,64,AMD Radeon RX 6800,15.6,1920x1080,9.5,3.47,Windows,4128.91,1000,HDD
Acer,Intel i5,4,Nvidia RTX 3060,16.0,3840x2160,7.8,2.72,Windows,1538.37,512,SSD
HP,AMD Ryzen 9,32,AMD Radeon RX 6800,13.3,1920x1080,10.7,1.67,macOS,2528.7,2000,SSD
Dell,AMD Ryzen 7,64,Nvidia GTX 1650,16.0,1920x1080,9.4,2.32,macOS,3387.56,256,SSD
HP,Intel i7,8,Nvidia RTX 3060,13.3,2560x1440,11.7,2.27,FreeDOS,1447.91,2000,SSD
Samsung,Intel i9,4,Nvidia RTX 2060,15.6,3840x2160,9.7,2.17,Linux,2629.94,1000,SSD
Dell,Intel i9,16,Nvidia RTX 2060,15.6,1920x1080,6.9,2.04,macOS,2171.76,2000,SSD
Asus,AMD Ryzen 9,4,Integrated,13.3,1366x768,7.9,2.89,Windows,766.94,512,SSD
Microsoft,Intel i3,8,AMD Radeon RX 6800,17.3,1920x1080,11.4,2.79,Linux,941.69,512,SSD
Microsoft,AMD Ryzen 3,64,Nvidia RTX 3080,15.6,2560x1440,11.9,1.65,macOS,2675.6,2000,SSD
Dell,AMD Ryzen 9,4,Nvidia GTX 1650,13.3,2560x1440,5.9,2.81,Windows,1713.59,1000,HDD
MSI,Intel i5,8,Nvidia GTX 1650,16.0,1920x1080,6.6,3.29,FreeDOS,1083.96,1000,HDD
Samsung,Intel i9,4,Nvidia RTX 3080,16.0,1920x1080,10.5,1.81,Linux,1712.73,1000,SSD
Razer,Intel i9,16,Nvidia RTX 3080,16.0,1920x1080,6.9,2.84,macOS,3193.64,256,SSD
Lenovo,Intel i3,64,Nvidia GTX 1650,16.0,1366x768,8.3,2.94,macOS,1885.0,2000,SSD
Microsoft,AMD Ryzen 5,64,Nvidia RTX 3060,16.0,1920x1080,9.1,3.41,Linux,2618.48,256,SSD
Razer,AMD Ryzen 9,32,Nvidia RTX 3080,15.6,2560x1440,6.7,2.32,Windows,5087.68,2000,SSD
MSI,Intel i5,32,Nvidia RTX 3060,16.0,1366x768,6.2,2.3,Windows,2019.13,512,SSD
Asus,AMD Ryzen 7,8,Nvidia GTX 1650,15.6,3840x2160,10.2,2.35,macOS,1763.61,1000,HDD
Razer,AMD Ryzen 3,32,AMD Radeon RX 6800,15.6,2560x1440,7.5,2.14,Linux,2583.98,1000,SSD
Microsoft,AMD Ryzen 9,8,Nvidia RTX 2060,14.0,1920x1080,11.1,2.13,FreeDOS,1588.34,2000,SSD
Dell,AMD Ryzen 5,16,Nvidia GTX 1650,14.0,1366x768,10.6,2.48,macOS,974.33,512,SSD
Samsung,Intel i5,4,Nvidia RTX 3080,15.6,2560x1440,8.0,1.39,Linux,1206.11,512,SSD
Asus,AMD Ryzen 7,16,Nvidia RTX 3080,17.3,3840x2160,9.1,2.72,Linux,2198.86,1000,HDD
Apple,Intel i3,4,Nvidia RTX 3080,17.3,3840x2160,10.4,1.25,Windows,1989.26,256,SSD
MSI,AMD Ryzen 7,32,Nvidia RTX 2060,14.0,3840x2160,11.2,2.47,Windows,4285.92,256,SSD
Samsung,AMD Ryzen 3,8,Nvidia RTX 3080,15.6,3840x2160,8.5,1.46,Windows,1209.51,1000,HDD
Acer,AMD Ryzen 5,32,Nvidia GTX 1650,17.3,1920x1080,8.3,2.88,macOS,1631.75,256,SSD
MSI,Intel i5,64,Integrated,15.6,1920x1080,10.3,3.39,Windows,2230.79,2000,SSD
Acer,Intel i9,32,Nvidia GTX 1650,14.0,1366x768,7.1,3.32,FreeDOS,1850.28,1000,HDD
Apple,AMD Ryzen 3,4,Nvidia RTX 3060,17.3,1920x1080,6.5,2.18,FreeDOS,1140.26,1000,HDD
Lenovo,AMD Ryzen 3,16,Nvidia RTX 2060,15.6,1366x768,6.1,3.17,Windows,928.24,2000,SSD
Dell,Intel i3,8,Integrated,13.3,3840x2160,4.3,1.36,FreeDOS,988.08,512,SSD
MSI,AMD Ryzen 9,4,Nvidia RTX 2060,14.0,1366x768,6.3,3.42,Linux,1640.72,256,SSD
Microsoft,AMD Ryzen 7,4,Nvidia RTX 3080,13.3,1920x1080,9.8,1.99,macOS,1234.06,2000,SSD
Dell,Intel i3,64,AMD Radeon RX 6800,14.0,1366x768,5.9,1.6,Linux,1406.13,1000,HDD
Razer,AMD Ryzen 5,32,Nvidia GTX 1650,17.3,1366x768,6.2,2.82,Linux,2177.02,256,SSD
Razer,Intel i7,4,Nvidia RTX 3060,16.0,1920x1080,10.8,3.48,Windows,1589.61,2000,SSD
Acer,Intel i9,4,Nvidia RTX 3080,16.0,1366x768,6.8,1.35,Windows,1481.33,512,SSD
Apple,Intel i7,32,AMD Radeon RX 6600,15.6,2560x1440,7.0,3.5,Windows,4098.67,256,SSD
Dell,AMD Ryzen 7,32,AMD Radeon RX 6800,15.6,1366x768,8.6,3.21,macOS,1437.25,1000,HDD
MSI,Intel i3,16,Nvidia GTX 1650,13.3,2560x1440,11.2,2.13,Windows,1581.8,256,SSD
Acer,AMD Ryzen 7,64,Nvidia GTX 1650,13.3,1920x1080,7.5,1.54,Linux,2975.07,512,SSD
Razer,AMD Ryzen 9,8,AMD Radeon RX 6800,13.3,3840x2160,10.6,1.35,Linux,3839.07,1000,SSD
MSI,AMD Ryzen 7,16,Nvidia RTX 3080,15.6,2560x1440,11.5,2.07,Linux,2126.64,1000,HDD
Acer,Intel i5,64,Nvidia RTX 2060,15.6,1920x1080,10.9,1.79,Linux,2123.22,1000,HDD
Dell,AMD Ryzen 5,64,AMD Radeon RX 6600,14.0,1920x1080,6.3,2.16,Linux,2255.41,512,SSD
Razer,Intel i9,16,Integrated,13.3,1366x768,4.8,2.6,Linux,1394.08,1000,HDD
Apple,Intel i3,8,Nvidia GTX 1650,15.6,3840x2160,7.6,3.18,macOS,2212.61,512,SSD
Lenovo,Intel i7,4,Nvidia RTX 3060,14.0,3840x2160,10.7,3.19,FreeDOS,1506.69,1000,HDD
Samsung,AMD Ryzen 3,32,AMD Radeon RX 6800,13.3,1366x768,4.9,2.76,macOS,1041.76,512,SSD
Asus,AMD Ryzen 3,4,Integrated,16.0,1920x1080,4.4,1.72,Windows,683.93,256,SSD
